amount,transaction_type,tx_category,device_id_hash,sim_change_frequency,network_type,new_device_login,time_since_login_seconds,is_smurf_pattern,recent_cashins_24h,is_post_downtime,receiver_risk_score,is_legit_merchant,is_mule_destination,merchant_name_risk,Token_latency_seconds,geo_velocity_kmh,distance_from_last_cashout_km,transaction_hour,is_night_transaction,cashout_interval_hours,amount_normalized,is_new_device,distance_km,time_since_last_tx,tx_count_last_10s,tx_count_last_1min,token_age,geo_speed,merchant_type,is_night,transaction_hour_legacy,merchant_risk_score,fraud_label
235.68,merchant_payment,merchant,58146961,1,0,0,0,0,5,0,0.09,1,0,0,161,0.0,0.0,15.496822295875116,0,7.3,2.36,0,0.0,26162,0,5,161,0.0,0,0,15.496822295875116,0.91,0
165.42,merchant_payment,merchant,6b18f7ab,4,1,0,0,0,3,0,0.17,0,0,1,80,23.78,375.18,12.844883073525548,0,15.8,1.65,0,375.18,56791,0,3,80,23.78,1,0,12.844883073525548,0.83,1
267.59,p2p_transfer,p2p,eda81444,0,0,0,0,0,0,0,0.09,1,0,0,127,4.89,104.56,14.413716101840746,0,21.4,2.68,0,104.56,77008,0,0,127,4.89,0,0,14.413716101840746,0.91,0
326.33,airtime_topup,utilities,bcc17a06,0,0,0,0,0,1,0,0.11,1,0,0,160,19.23,375.18,9.245239916174615,0,19.5,3.26,0,375.18,70239,0,1,160,19.23,0,0,9.245239916174615,0.89,0
418.64,cash_out_agent,cash_ops,90ec1b55,0,0,0,0,0,5,0,0.03,1,0,0,50,54.61,325.4,12.855324426998461,0,6.0,4.19,0,325.4,21449,0,5,50,54.61,0,0,12.855324426998461,0.97,1
257.54,cash_out_agent,cash_ops,46427342,0,0,0,0,0,2,1,0.26,1,0,0,122,8.22,104.56,13.812911404671194,0,12.7,2.58,0,104.56,45784,0,2,122,8.22,0,0,13.812911404671194,0.74,0
178.17,merchant_payment,merchant,18a04492,0,1,1,3435,0,1,0,0.1,1,0,0,47,0.0,0.0,8.99751440872994,0,12.7,1.78,1,0.0,45870,0,1,47,0.0,0,0,8.99751440872994,0.9,0
32.72,airtime_topup,utilities,a8d4a297,0,0,0,0,0,0,1,0.05,1,0,0,43,53.88,104.56,14.06823928409482,0,1.9,0.33,0,104.56,6987,0,0,43,53.88,0,0,14.06823928409482,0.95,0
123.27,p2p_transfer,p2p,1115ad09,2,0,0,0,0,2,0,0.49,0,0,1,78,50.72,375.18,12.162959413409462,0,7.4,1.23,0,375.18,26632,0,2,78,50.72,1,0,12.162959413409462,0.51,1
48.59,cash_in_agent,cash_ops,0503d849,3,1,0,0,0,2,0,0.17,1,0,0,93,32.0,472.26,9.248338622655131,0,14.8,0.49,0,472.26,53131,0,2,93,32.0,0,0,9.248338622655131,0.83,0
137.47,merchant_payment,merchant,aedc6465,1,0,0,0,0,0,0,0.01,1,0,0,63,24.06,472.26,11.759740783505283,0,19.6,1.37,0,472.26,70667,0,0,63,24.06,0,0,11.759740783505283,0.99,0
154.21,bill_payment,utilities,35fbc16f,1,0,1,1570,0,7,0,0.25,1,0,0,109,76.88,225.32,8.245688307950552,0,2.9,1.54,1,225.32,10551,0,7,109,76.88,0,0,8.245688307950552,0.75,0
268.72,airtime_topup,utilities,d0ff1cbd,4,0,0,0,0,3,0,0.15,1,0,0,21,64.24,358.4,12.133669109089267,0,5.6,2.69,0,358.4,20084,0,3,21,64.24,0,0,12.133669109089267,0.85,1
185.08,cash_in_agent,cash_ops,64b01e27,2,0,0,0,0,2,0,0.12,1,0,0,145,0.0,0.0,21.0,1,7.5,1.85,0,0.0,26858,0,2,145,0.0,0,1,21.0,0.88,0
442.03,cash_out_agent,cash_ops,2c7b3d14,3,0,0,0,0,2,0,0.01,1,0,0,44,32.68,320.87,17.416532662381172,0,9.8,4.42,0,320.87,35349,0,2,44,32.68,0,0,17.416532662381172,0.99,0
43.73,bill_payment,utilities,780b2353,5,0,0,0,0,1,0,0.02,1,0,0,45,27.11,320.87,9.483259761569574,0,11.8,0.44,0,320.87,42605,0,1,45,27.11,0,0,9.483259761569574,0.98,0
319.98,bill_payment,utilities,bee85124,5,0,1,3258,0,3,0,0.04,1,0,0,15,12.41,221.18,13.673403178413947,0,17.8,3.2,1,221.18,64150,0,3,15,12.41,0,0,13.673403178413947,0.96,0
406.02,bill_payment,utilities,c1ff322f,2,0,0,0,0,2,0,0.13,1,0,0,92,10.93,157.74,23.0,1,14.4,4.06,0,157.74,51971,0,2,92,10.93,0,1,23.0,0.87,1
184.67,merchant_payment,merchant,d94251c8,5,1,0,0,0,1,0,0.14,1,0,0,136,27.71,320.87,8.296386801494418,0,11.6,1.85,0,320.87,41689,0,1,136,27.71,0,0,8.296386801494418,0.86,0
131.87,airtime_topup,utilities,1969e4df,0,1,0,0,0,3,0,0.14,1,0,0,75,0.0,0.0,13.180741110363346,0,7.5,1.32,0,0.0,26990,0,3,75,0.0,0,0,13.180741110363346,0.86,0
500.0,p2p_transfer,p2p,91e63c4f,4,0,0,0,0,0,0,0.22,0,1,1,61,59.72,325.4,8.803595706221135,0,5.4,5.0,0,325.4,19614,0,0,61,59.72,1,0,8.803595706221135,0.78,1
349.99,airtime_topup,utilities,2e5bec54,3,0,0,0,0,2,0,0.06,0,0,1,156,36.65,358.4,8.238211414976949,0,9.8,3.5,0,358.4,35200,0,2,156,36.65,1,0,8.238211414976949,0.94,1
435.29,cash_out_agent,cash_ops,8008c162,2,1,1,2937,0,4,0,0.01,1,0,0,132,5.39,104.56,22.0,1,19.4,4.35,1,104.56,69776,0,4,132,5.39,0,1,22.0,0.99,0
500.0,p2p_transfer,p2p,30d2dcb2,3,0,1,2350,0,4,0,0.22,1,0,0,12,0.0,0.0,21.0,1,2.0,5.0,1,0.0,7082,0,4,12,0.0,0,1,21.0,0.78,0
106.13,cash_out_agent,p2p,e26fde87,0,1,0,0,0,1,1,0.11,1,0,0,157,28.33,320.87,14.182641520012622,0,11.3,1.06,0,320.87,40778,0,1,157,28.33,0,0,14.182641520012622,0.89,0
371.79,p2p_transfer,p2p,ba4caf87,5,1,0,0,0,2,0,0.03,1,0,0,84,99.36,375.18,17.263213817412204,0,3.8,3.72,0,375.18,13594,0,2,84,99.36,0,0,17.263213817412204,0.97,0
113.71,airtime_topup,utilities,e85d4cbb,0,0,0,0,0,1,0,0.11,1,0,0,155,163.68,320.87,14.394965263395967,0,2.0,1.14,0,320.87,7057,0,1,155,163.68,0,0,14.394965263395967,0.89,1
365.51,cash_out_agent,cash_ops,1bd9b08d,5,1,0,0,0,2,0,0.07,0,0,1,120,38.51,375.18,16.002525189613742,0,9.7,3.66,0,375.18,35075,0,2,120,38.51,1,0,16.002525189613742,0.93,1
393.25,cash_out_agent,p2p,d39c081c,5,0,1,3355,0,0,1,0.27,1,0,0,10,9.23,221.18,6.819128154155519,0,24.0,3.93,1,221.18,86238,0,0,10,9.23,0,0,6.819128154155519,0.73,1
159.6,cash_out_agent,cash_ops,d39c081c,3,0,0,0,0,1,0,0.27,1,0,0,15,95.36,157.74,7.835681960724727,0,1.7,1.6,0,157.74,5955,0,1,15,95.36,0,0,7.835681960724727,0.73,0
410.13,airtime_topup,utilities,5d7c7386,2,0,0,0,0,0,0,0.3,1,0,0,180,34.11,225.32,19.932429772757075,0,6.6,4.1,0,225.32,23784,0,0,180,34.11,0,0,19.932429772757075,0.7,1
228.2,bill_payment,utilities,7731a36f,1,1,0,0,0,1,0,0.06,1,0,0,51,11.2,235.67,9.252902699794264,0,21.0,2.28,0,235.67,75727,0,1,51,11.2,0,0,9.252902699794264,0.94,0
336.38,p2p_transfer,p2p,9694e912,3,0,0,0,0,2,0,0.21,1,0,0,15,28.12,325.4,0.0,1,11.6,3.36,0,325.4,41663,0,2,15,28.12,0,1,0.0,0.79,1
312.72,airtime_topup,utilities,46eeecba,3,1,1,2461,0,1,0,0.09,1,0,0,109,0.0,0.0,16.503782545416616,0,6.0,3.13,1,0.0,21490,0,1,109,0.0,0,0,16.503782545416616,0.91,0
111.92,bill_payment,utilities,f77ce27c,5,1,0,0,0,1,0,0.19,1,0,0,134,38.32,104.56,11.490922680554233,0,2.7,1.12,0,104.56,9824,0,1,134,38.32,0,0,11.490922680554233,0.81,0
243.14,merchant_payment,utilities,ec69fa62,0,0,0,0,0,7,0,0.84,0,0,1,158,15.19,320.87,10.108857330405243,0,21.1,2.43,0,320.87,76043,0,7,158,15.19,1,0,10.108857330405243,0.16,1
198.67,cash_out_agent,p2p,121e501e,2,0,1,3509,0,2,1,0.24,1,0,0,80,68.53,325.4,12.156612093489633,0,4.7,1.99,1,325.4,17093,0,2,80,68.53,0,0,12.156612093489633,0.76,0
167.25,merchant_payment,merchant,a22f2109,1,0,0,0,0,3,0,0.18,1,0,0,19,0.0,0.0,15.260425647910495,0,21.5,1.67,0,0.0,77513,0,3,19,0.0,0,0,15.260425647910495,0.82,0
138.0,p2p_transfer,p2p,2087a2b5,3,1,0,0,0,2,0,0.68,0,0,1,174,0.0,0.0,10.112131650725301,0,9.0,1.38,0,0.0,32487,0,2,174,0.0,1,0,10.112131650725301,0.32,1
363.09,cash_out_agent,cash_ops,92a3054d,4,1,0,0,0,1,0,0.25,1,0,0,149,36.42,225.32,2.0,1,6.2,3.63,0,225.32,22272,0,1,149,36.42,0,1,2.0,0.75,0
217.42,cash_in_agent,cash_ops,46ebfb16,1,0,0,0,0,0,0,0.18,1,0,0,28,14.76,157.74,6.933313097790367,0,10.7,2.17,0,157.74,38470,0,0,28,14.76,0,0,6.933313097790367,0.82,1
365.16,airtime_topup,utilities,9c49a913,3,0,0,0,0,3,0,0.13,1,0,0,30,14.28,235.67,17.698812835156446,0,16.5,3.65,0,235.67,59430,0,3,30,14.28,0,0,17.698812835156446,0.87,0
108.32,cash_out_agent,cash_ops,b8418db9,4,0,0,0,0,4,0,0.09,1,0,0,143,30.44,472.26,5.632690488462142,0,15.5,1.08,0,472.26,55854,0,4,143,30.44,0,0,5.632690488462142,0.91,0
218.56,merchant_payment,merchant,d1aa2b9d,2,0,0,0,0,2,0,0.11,0,0,1,5,17.25,157.74,8.809815481037209,0,9.1,2.19,0,157.74,32925,0,2,5,17.25,1,0,8.809815481037209,0.89,0
86.17,p2p_transfer,p2p,311e93f9,3,1,0,0,0,0,0,0.07,0,0,1,25,96.02,358.4,3.0,1,3.7,0.86,0,358.4,13437,0,0,25,96.02,1,1,3.0,0.93,1
150.51,merchant_payment,merchant,2bb93fe9,0,1,0,0,0,2,0,0.13,0,0,1,80,83.09,325.4,8.731045721943008,0,3.9,1.51,0,325.4,14099,0,2,80,83.09,1,0,8.731045721943008,0.87,1
240.08,bill_payment,utilities,f23c8467,1,0,0,0,0,3,0,0.15,1,0,0,41,0.0,0.0,13.4745674061145,0,23.8,2.4,0,0.0,85779,0,3,41,0.0,0,0,13.4745674061145,0.85,0
324.72,cash_out_agent,cash_ops,856d8909,2,1,0,0,0,4,0,0.01,0,0,1,19,46.44,320.87,5.530963534774203,0,6.9,3.25,0,320.87,24874,0,4,19,46.44,1,0,5.530963534774203,0.99,1
381.22,cash_out_agent,cash_ops,e6e8cdf6,3,0,0,0,0,0,0,0.06,1,0,0,165,5.53,104.56,15.017034844519461,0,18.9,3.81,0,104.56,68099,0,0,165,5.53,0,0,15.017034844519461,0.94,0
107.66,cash_in_agent,cash_ops,c00ae44b,4,0,0,0,0,1,0,0.02,0,0,1,139,14.3,221.18,12.527908883402233,0,15.5,1.08,0,221.18,55672,0,1,139,14.3,1,0,12.527908883402233,0.98,1
268.35,cash_in_agent,cash_ops,20252881,3,1,0,0,0,1,0,0.2,1,0,0,93,56.38,472.26,2.0,1,8.4,2.68,0,472.26,30157,0,1,93,56.38,0,1,2.0,0.8,0
485.1,cash_in_agent,cash_ops,21ebaebc,0,0,0,0,0,1,0,0.04,1,0,0,46,0.0,0.0,23.0,1,23.0,4.85,0,0.0,82626,0,1,46,0.0,0,1,23.0,0.96,0
233.69,cash_out_agent,cash_ops,20f9bd27,1,0,0,0,0,4,0,0.14,0,0,1,93,10.77,235.67,11.402780848463783,0,21.9,2.34,0,235.67,78761,0,4,93,10.77,1,0,11.402780848463783,0.86,1
369.7,cash_out_agent,cash_ops,d46c824d,5,0,0,0,0,2,0,0.26,1,0,0,17,28.09,358.4,18.254976133649173,0,12.8,3.7,0,358.4,45939,0,2,17,28.09,0,0,18.254976133649173,0.74,0
369.22,merchant_payment,merchant,07cca6a8,0,0,0,0,0,2,0,0.2,1,0,0,106,100.49,472.26,14.519622601074895,0,4.7,3.69,0,472.26,16918,0,2,106,100.49,0,0,14.519622601074895,0.8,1
358.8,cash_out_agent,cash_ops,8b3b908e,5,0,0,0,0,3,0,0.14,1,0,0,130,86.07,375.18,22.0,1,4.4,3.59,0,375.18,15693,0,3,130,86.07,0,1,22.0,0.86,1
111.26,p2p_transfer,utilities,e67b2dc3,1,0,0,0,1,4,0,0.46,1,0,0,356,36.39,358.4,8.690578437205813,0,9.8,1.11,0,358.4,35454,1,4,356,36.39,0,0,8.690578437205813,0.54,1
686.87,bill_payment,utilities,5fb277e9,5,0,1,3517,0,1,0,0.26,1,0,0,20,12.24,225.32,10.349512669785934,0,18.4,6.87,1,225.32,66294,0,1,20,12.24,0,0,10.349512669785934,0.74,0
153.88,cash_out_agent,cash_ops,00fcacce,4,1,0,0,0,2,0,0.14,0,0,1,41,10.89,225.32,16.148085207514686,0,20.7,1.54,0,225.32,74460,0,2,41,10.89,1,0,16.148085207514686,0.86,1
451.0,cash_out_agent,cash_ops,5c2f7360,2,0,0,0,0,1,0,0.11,1,0,0,119,10.72,221.18,2.0,1,20.6,4.51,0,221.18,74257,0,1,119,10.72,0,1,2.0,0.89,1
477.41,merchant_payment,merchant,d0a05f66,0,0,0,0,0,3,0,0.02,1,0,0,150,27.74,358.4,11.880340527804124,0,12.9,4.77,0,358.4,46511,0,3,150,27.74,0,0,11.880340527804124,0.98,0
181.23,airtime_topup,utilities,f1944e9c,4,0,0,0,0,5,0,0.1,1,0,0,143,10.17,235.67,19.3758943145826,0,23.2,1.81,0,235.67,83417,0,5,143,10.17,0,0,19.3758943145826,0.9,0
399.29,cash_in_agent,cash_ops,72942c72,5,0,1,1655,0,1,0,0.72,1,0,0,91,39.84,472.26,17.629190512483756,0,11.9,3.99,1,472.26,42677,0,1,91,39.84,0,0,17.629190512483756,0.28,1
278.95,bill_payment,utilities,9bebe663,2,0,1,644,0,0,0,0.12,1,0,0,96,51.95,225.32,11.814859657650176,0,4.3,2.79,1,225.32,15614,0,0,96,51.95,0,0,11.814859657650176,0.88,1
119.77,airtime_topup,utilities,8bcbd024,3,0,0,0,0,4,0,0.23,1,0,0,75,5.99,104.56,23.0,1,17.5,1.2,0,104.56,62845,0,4,75,5.99,0,1,23.0,0.77,0
505.77,airtime_topup,utilities,cb3f40da,5,0,1,2871,0,0,0,0.16,1,0,0,152,15.12,358.4,16.08280836395051,0,23.7,5.06,1,358.4,85341,0,0,152,15.12,0,0,16.08280836395051,0.84,1
154.75,p2p_transfer,p2p,aed38fb6,1,1,0,0,0,1,0,0.29,1,0,0,179,8.31,104.56,9.062331777057164,0,12.6,1.55,0,104.56,45314,0,1,179,8.31,0,0,9.062331777057164,0.71,0
678.58,bill_payment,utilities,e37e032e,5,1,0,0,0,2,0,0.3,1,0,0,102,14.55,221.18,6.064494451456076,0,15.2,6.79,0,221.18,54738,0,2,102,14.55,0,0,6.064494451456076,0.7,0
231.24,bill_payment,utilities,389d4cf4,0,1,0,0,0,1,0,0.19,1,0,0,100,26.6,358.4,12.452796262454969,0,13.5,2.31,0,358.4,48509,0,1,100,26.6,0,0,12.452796262454969,0.81,0
617.63,airtime_topup,utilities,076b4bed,4,0,0,0,0,5,0,0.04,1,0,0,179,0.0,0.0,1.0,1,5.8,6.18,0,0.0,21045,0,5,179,0.0,0,1,1.0,0.96,1
427.99,merchant_payment,merchant,5710912d,1,1,0,0,0,2,0,0.22,1,0,0,25,15.03,157.74,2.0,1,10.5,4.28,0,157.74,37774,0,2,25,15.03,0,1,2.0,0.78,0
249.8,cash_out_agent,cash_ops,30d2dcb2,2,0,0,0,0,4,0,0.22,0,0,1,152,45.16,320.87,11.005698719384107,0,7.1,2.5,0,320.87,25578,0,4,152,45.16,1,0,11.005698719384107,0.78,1
362.78,cash_out_agent,cash_ops,e67b2dc3,10,0,0,0,0,3,0,0.46,0,0,1,161,15.04,320.87,8.784822856292275,0,21.3,3.63,0,320.87,76827,0,3,161,15.04,1,0,8.784822856292275,0.54,1
284.22,merchant_payment,merchant,ba043be3,1,1,0,0,0,1,0,0.28,1,0,0,33,0.0,0.0,14.627334615199565,0,3.7,2.84,0,0.0,13366,0,1,33,0.0,0,0,14.627334615199565,0.72,0
438.71,p2p_transfer,p2p,4e1f6eda,5,0,0,0,0,3,0,0.03,1,0,0,105,25.56,221.18,9.5098281277107,0,8.7,4.39,0,221.18,31149,0,3,105,25.56,0,0,9.5098281277107,0.97,1
441.56,merchant_payment,merchant,bb9297f3,2,0,0,0,0,2,0,0.18,1,0,0,112,36.94,325.4,8.432314767276079,0,8.8,4.42,0,325.4,31710,0,2,112,36.94,0,0,8.432314767276079,0.82,1
330.23,cash_in_agent,cash_ops,fa0b3fd6,11,1,0,0,0,1,0,0.67,0,1,1,36,0.0,0.0,14.63109695386757,0,23.4,3.3,0,0.0,84303,0,1,36,0.0,1,0,14.63109695386757,0.33,1
94.18,cash_in_agent,cash_ops,6e6ecbed,1,0,0,0,0,0,0,0.09,1,0,0,94,0.0,0.0,14.705827947906268,0,21.3,0.94,0,0.0,76712,0,0,94,0.0,0,0,14.705827947906268,0.91,0
392.25,merchant_payment,merchant,ba6e8166,3,0,0,0,0,1,0,0.21,1,0,0,118,0.0,0.0,5.0,1,20.6,3.92,0,0.0,74236,0,1,118,0.0,0,1,5.0,0.79,1
349.49,cash_out_agent,cash_ops,e3cd5fcf,5,0,0,0,0,3,0,0.11,1,0,0,82,43.55,325.4,11.853260135333716,0,7.5,3.49,0,325.4,26901,0,3,82,43.55,0,0,11.853260135333716,0.89,1
214.96,bill_payment,utilities,84598f81,2,1,0,0,0,3,0,0.29,1,0,0,83,0.0,0.0,14.914775894075285,0,6.7,2.15,0,0.0,24039,0,3,83,0.0,0,0,14.914775894075285,0.71,0
177.02,airtime_topup,utilities,89600d83,1,1,0,0,0,3,0,0.17,0,0,1,22,17.62,221.18,10.955167567371848,0,12.6,1.77,0,221.18,45199,0,3,22,17.62,1,0,10.955167567371848,0.83,1
365.86,merchant_payment,merchant,a2ce1f0e,3,1,0,0,0,4,0,0.44,0,0,1,61,290.77,0.0,0.472935112996435,0,18.9,3.66,0,0.0,67907,0,4,61,290.77,1,0,0.472935112996435,0.56,1
211.14,bill_payment,utilities,33ad3872,1,0,0,0,0,4,0,0.21,1,0,0,22,0.0,0.0,23.0,1,8.6,2.11,0,0.0,31013,0,4,22,0.0,0,1,23.0,0.79,0
82.38,bill_payment,utilities,25355bc3,5,1,0,0,0,1,0,0.29,1,0,0,165,284.95,358.4,16.61403682064964,0,1.3,0.82,0,358.4,4528,0,1,165,284.95,0,0,16.61403682064964,0.71,1
336.29,cash_in_agent,cash_ops,79b844e5,0,1,0,0,0,7,0,0.01,1,0,0,123,0.0,0.0,9.04311779496389,0,21.1,3.36,0,0.0,76049,0,7,123,0.0,0,0,9.04311779496389,0.99,0
195.72,cash_out_agent,cash_ops,1e2c01c7,5,1,0,0,0,5,0,0.47,0,0,1,13,23.78,157.74,16.10656862078546,0,6.6,1.96,0,157.74,23884,0,5,13,23.78,1,0,16.10656862078546,0.53,1
511.73,bill_payment,utilities,f05dd87b,1,0,0,0,0,4,0,0.04,0,0,1,60,19.19,157.74,14.539443442027242,0,8.2,5.12,0,157.74,29594,0,4,60,19.19,1,0,14.539443442027242,0.96,1
129.67,cash_in_agent,cash_ops,07d13980,1,1,0,0,0,0,0,0.25,1,0,0,114,33.77,157.74,0.0,1,4.7,1.3,0,157.74,16813,0,0,114,33.77,0,1,0.0,0.75,0
287.19,airtime_topup,utilities,2f9588ca,1,0,1,1541,0,3,0,0.03,1,0,0,143,21.44,472.26,2.0,1,22.0,2.87,1,472.26,79307,0,3,143,21.44,0,1,2.0,0.97,0
112.56,merchant_payment,merchant,bbc8a90d,0,0,0,0,0,3,0,0.27,1,0,0,105,22.92,157.74,14.920474449033755,0,6.9,1.13,0,157.74,24776,0,3,105,22.92,0,0,14.920474449033755,0.73,0
87.88,airtime_topup,utilities,ac97d951,4,0,0,0,0,2,0,0.14,1,0,0,117,10.62,235.67,7.080349062311666,0,22.2,0.88,0,235.67,79918,0,2,117,10.62,0,0,7.080349062311666,0.86,1
606.15,cash_out_agent,cash_ops,4d4eee76,2,1,0,0,0,5,0,0.11,1,0,0,59,46.24,235.67,12.724040929690721,0,5.1,6.06,0,235.67,18347,0,5,59,46.24,0,0,12.724040929690721,0.89,0
190.66,cash_out_agent,cash_ops,2f48d8fc,4,0,0,0,0,5,0,0.1,1,0,0,106,26.3,375.18,11.236147216000909,0,14.3,1.91,0,375.18,51350,0,5,106,26.3,0,0,11.236147216000909,0.9,0
185.15,cash_in_agent,cash_ops,e26ea8fc,0,0,0,0,0,5,0,0.01,1,0,0,134,12.19,235.67,13.165755745872742,0,19.3,1.85,0,235.67,69589,0,5,134,12.19,0,0,13.165755745872742,0.99,0
158.38,merchant_payment,merchant,a38ac789,5,0,0,0,0,3,0,0.27,0,0,1,105,0.0,0.0,8.382688130551326,0,20.5,1.58,0,0.0,73722,0,3,105,0.0,1,0,8.382688130551326,0.73,1
333.67,cash_in_agent,cash_ops,fd808ef3,2,0,0,0,0,2,0,0.28,1,0,0,33,0.0,0.0,9.403660110013638,0,12.7,3.34,0,0.0,45639,0,2,33,0.0,0,0,9.403660110013638,0.72,1
60.51,cash_out_agent,cash_ops,ed9118e1,5,0,0,0,0,2,0,0.14,0,0,1,155,50.5,358.4,10.324686751252507,0,7.1,0.61,0,358.4,25551,0,2,155,50.5,1,0,10.324686751252507,0.86,1
265.48,cash_out_agent,cash_ops,6d2d374f,5,0,0,0,0,3,1,0.07,1,0,0,26,13.01,235.67,21.0,1,18.1,2.65,0,235.67,65216,0,3,26,13.01,0,1,21.0,0.93,0
323.87,p2p_transfer,p2p,f0711588,1,0,1,771,0,2,0,0.3,1,0,0,35,55.74,375.18,15.93142234508685,0,6.7,3.24,1,375.18,24231,0,2,35,55.74,0,0,15.93142234508685,0.7,1
300.8,p2p_transfer,p2p,0756f4e4,1,1,0,0,0,2,0,0.07,1,0,0,102,0.0,0.0,9.541665613216441,0,5.1,3.01,0,0.0,18373,0,2,102,0.0,0,0,9.541665613216441,0.93,0
657.93,cash_out_agent,cash_ops,4b0dd567,5,0,1,857,0,1,1,0.17,1,0,0,59,0.0,0.0,12.799670579774066,0,23.7,6.58,1,0.0,85254,0,1,59,0.0,0,0,12.799670579774066,0.83,1
331.21,cash_out_agent,cash_ops,3185d9a1,4,1,0,0,0,2,0,0.11,1,0,0,43,68.18,325.4,7.533359417926608,0,4.8,3.31,0,325.4,17182,0,2,43,68.18,0,0,7.533359417926608,0.89,0
289.2,cash_out_agent,cash_ops,30d3936f,0,0,1,1465,0,4,0,0.26,1,0,0,175,10.06,221.18,12.831066630301102,0,22.0,2.89,1,221.18,79153,0,4,175,10.06,0,0,12.831066630301102,0.74,0
158.77,merchant_payment,cash_ops,91e63c4f,5,0,0,0,0,3,0,0.22,0,0,1,132,223.64,0.0,16.140591281404586,0,13.6,1.59,0,0.0,48851,0,3,132,223.64,1,0,16.140591281404586,0.78,1
320.21,cash_out_agent,p2p,102c80dd,2,0,0,0,0,6,1,0.26,1,0,0,71,0.0,0.0,6.732315382207508,0,2.0,3.2,0,0.0,7144,0,6,71,0.0,0,0,6.732315382207508,0.74,1
242.03,cash_out_agent,cash_ops,4656cb3f,0,0,1,2273,0,1,0,0.15,1,0,0,76,18.85,358.4,10.48023398970295,0,19.0,2.42,1,358.4,68461,0,1,76,18.85,0,0,10.48023398970295,0.85,1
28.5,airtime_topup,utilities,4e1f6eda,3,0,0,0,0,6,1,0.03,0,0,1,140,0.0,0.0,15.411942370976146,0,11.2,0.28,0,0.0,40483,0,6,140,0.0,1,0,15.411942370976146,0.97,0
312.11,merchant_payment,merchant,129141d5,1,0,0,0,0,2,0,0.01,1,0,0,20,21.92,221.18,8.811877775271194,0,10.1,3.12,0,221.18,36328,0,2,20,21.92,0,0,8.811877775271194,0.99,0
341.25,merchant_payment,merchant,41734a81,3,0,0,0,0,1,0,0.09,1,0,0,164,26.25,320.87,6.958496270472116,0,12.2,3.41,0,320.87,44004,0,1,164,26.25,0,0,6.958496270472116,0.91,1
145.55,airtime_topup,utilities,ebdaba43,2,0,0,0,0,1,0,0.24,1,0,0,32,25.58,472.26,9.579244658227486,0,18.5,1.46,0,472.26,66458,0,1,32,25.58,0,0,9.579244658227486,0.76,0
150.9,p2p_transfer,p2p,af1975a2,0,1,0,0,0,1,0,0.13,1,0,0,58,43.39,104.56,12.599792988854112,0,2.4,1.51,0,104.56,8676,0,1,58,43.39,0,0,12.599792988854112,0.87,0
108.34,p2p_transfer,p2p,5f055ed8,2,1,1,1932,0,2,0,0.13,1,0,0,29,5.28,104.56,10.85223589534395,0,19.8,1.08,1,104.56,71344,0,2,29,5.28,0,0,10.85223589534395,0.87,0
191.66,merchant_payment,merchant,3d9763b1,1,0,0,0,0,1,0,0.07,1,0,0,26,12.37,221.18,16.767488013777267,0,17.9,1.92,0,221.18,64346,0,1,26,12.37,0,0,16.767488013777267,0.93,0
207.91,p2p_transfer,p2p,709d7a51,1,1,0,0,0,2,0,0.07,1,0,0,140,15.63,221.18,3.75131616907303,0,14.1,2.08,0,221.18,50932,0,2,140,15.63,0,0,3.75131616907303,0.93,0
303.97,merchant_payment,merchant,d9b603af,3,1,0,0,0,3,0,0.11,1,0,0,94,30.94,235.67,8.543274983120286,0,7.6,3.04,0,235.67,27419,0,3,94,30.94,0,0,8.543274983120286,0.89,0
204.33,bill_payment,utilities,81d762bb,3,0,0,0,0,1,0,0.29,1,0,0,55,7.95,104.56,13.853809239189943,0,13.2,2.04,0,104.56,47346,0,1,55,7.95,0,0,13.853809239189943,0.71,0
469.2,cash_out_agent,cash_ops,cb53b50f,1,0,0,0,0,4,0,0.02,0,0,1,25,0.0,0.0,19.635170288193716,0,6.4,4.69,0,0.0,23118,0,4,25,0.0,1,0,19.635170288193716,0.98,1
347.7,airtime_topup,utilities,209c39e1,1,0,0,0,0,0,0,0.19,0,0,1,113,19.93,320.87,9.164393475124955,0,16.1,3.48,0,320.87,57969,0,0,113,19.93,1,0,9.164393475124955,0.81,1
635.44,bill_payment,utilities,586040e6,0,1,0,0,0,2,0,0.18,1,0,0,14,22.12,225.32,11.13421424515819,0,10.2,6.35,0,225.32,36671,0,2,14,22.12,0,0,11.13421424515819,0.82,1
219.32,merchant_payment,merchant,fca48d4c,4,0,0,0,0,4,0,0.04,1,0,0,85,293.15,325.4,9.861914366173226,0,1.1,2.19,0,325.4,3996,0,4,85,293.15,0,0,9.861914366173226,0.96,1
92.42,cash_in_agent,cash_ops,f307a6df,1,1,0,0,0,0,0,0.22,1,0,0,132,14.29,325.4,3.5216683338375248,0,22.8,0.92,0,325.4,81972,0,0,132,14.29,0,0,3.5216683338375248,0.78,0
370.84,p2p_transfer,utilities,0004b789,4,1,0,0,0,4,0,0.9,1,1,0,17,0.0,0.0,22.0,1,18.7,3.71,0,0.0,67164,0,4,17,0.0,0,1,22.0,0.1,1
64.81,merchant_payment,merchant,fb4e73a8,1,0,0,0,0,0,0,0.06,1,0,0,150,14.64,325.4,12.308785295149518,0,22.2,0.65,0,325.4,79997,0,0,150,14.64,0,0,12.308785295149518,0.94,0
